name,ra,dec,lii,bii,cluster_radius,pm_ra,pm_dec,rad_vel,rad_vel_error,num_cluster_stars,distance
FSR 1754,258.743,-39.085,348.042,-0.299,  0.130,  -4.32,  -2.01,,,     99,    1400
FSR 1746,252.675,-39.08,345.171,3.434,  0.140,   2.82,  -0.19,,,    135,    4103
ASCC 47,127.947,-39.055,258.24,0.328,  0.280,  -8.00,   6.65,   11.00,    7.40,    357,     780
Trumpler 25,261.098,-39.017,349.146,-1.759,  0.160,  -1.99,  -2.13,,,    177,    1818
FSR 1750,255.525,-38.865,346.724,1.838,  0.125,  -2.88,  -1.50,,,    134,    1555
Havlen-Moffat 1,259.725,-38.817,348.703,-0.767,  0.140,   0.08,   0.00,,,     64,    4854
Pismis 7,130.3,-38.707,259.066,2.001,  0.155,  -3.54,   8.67,,,    103,    4783
Pismis 3,127.815,-38.658,257.859,0.48,  0.205,  -4.80,  10.29,,,    449,    1418
NGC 2477,118.035,-38.53,253.561,-5.842,  0.450,  -0.50,   2.00,    7.32,    0.13,   1209,    1450
NGC 2451A,115.335,-38.52,252.504,-7.675,  1.300, -21.80,  15.13,   22.63,    4.49,    297,     188
ESO 332-20,256.228,-38.317,347.494,1.735,  0.110,   0.00,  -0.50,,,     73,    1695
MWSC 4158,191.115,-38.31,301.427,24.541,  0.195,  -6.57,  -3.57,,,     80,    1616
vdBergh-Hagen 222,259.688,-38.295,349.114,-0.443,  0.165,  -1.31,  -2.92,,,     78,    7813
Ruprecht 152,118.627,-38.22,253.529,-5.285,  0.090,   1.12,  10.78,,,     49,    3629
ESO 314-14,139.878,-38.132,263.565,8.044,  0.115,  -7.46,   6.98,,,     46,    1870
Ruprecht 66,130.118,-38.055,258.462,2.286,  0.125,  -6.37,   9.67,,,     91,    3552
ASCC 49,131.963,-38,259.319,3.461,  0.270,  -7.00,   3.40,,,    216,     629
NGC 6281,256.17,-37.98,347.734,1.976,  0.320,  -2.96,  -3.75,  -15.43,,    415,     512
FSR 1774,272.183,-37.94,354.552,-8.645,  0.130,   2.72,  -0.99,,,     36,    1935
Ruprecht 123,260.88,-37.925,349.952,-1.003,  0.155,   0.65,  -2.00,,,    148,     929
FSR 1402,136.44,-37.875,261.515,6.236,  0.195,  -7.51,  -0.78,,,     83,    2889
DBSB 120,260.803,-37.758,350.056,-0.859,  0.090,   2.76,  -0.47,,,     75,    5483
ESO 313-11,130.929,-37.7,258.575,3.009,  0.075,  -3.70,   5.59,,,     40,    3010
Collinder 338,264.55,-37.7,351.732,-3.304,  0.275,   1.24,  -2.87,,,    297,     698
NGC 2451B,116.115,-37.67,252.055,-6.726,  0.410, -10.10,   6.21,   13.70,    7.13,    215,     489
ASCC 48,128.662,-37.63,257.428,1.627,  0.170, -10.75,  10.43,   22.50,    0.01,     51,     550
ESO 337-23,289.825,-37.62,0.506,-21.336,  0.100,   0.66,  -8.84,,,     20,    1995
NGC 2546,122.963,-37.61,254.824,-2.06,  0.565,  -5.21,   5.10,   36.00,    4.10,   1267,     935
Ruprecht 72,133.012,-37.61,259.541,4.351,  0.100,  -3.89,   3.89,,,     47,    2242
FSR 1782,279.57,-37.56,357.491,-13.738,  0.140,  -4.22,  -1.40,,,     84,    2650
Ruprecht 158,133.11,-37.555,259.548,4.446,  0.125,  -1.30,   2.32,,,     75,    2720
DC 3,111.75,-37.525,250.282,-9.71,  0.100,  -1.61,   4.99,,,     37,    4317
MWSC 4211,232.898,-37.49,334.875,15.256,  0.240,  -8.27,  -3.97,,,    190,    2361
ASCC 91,267.21,-37.37,353.117,-4.932,  0.220,   2.00,  -4.20,,,    185,     858
FSR 1720,227.873,-37.365,331.516,17.614,  0.185,  -5.65,   0.28,,,    127,    3066
Ruprecht 74,140.25,-37.117,263.037,8.963,  0.075,  -5.43,   3.25,,,     22,    3074
Pismis 1,124.575,-37.1,255.112,-0.711,  0.075,  -3.59,   4.49,,,     11,    5903
FSR 1451,146.903,-37.055,266.922,12.651,  0.115,  -3.81,   3.59,,,     49,    1470
Collinder 135,109.485,-37.035,249.023,-11.109,  0.520,  -9.33,   5.26,   15.35,    2.20,    217,     361
NGC 6400,265.05,-36.945,352.584,-3.24,  0.190,  -1.04,  -2.70,,,    174,     938
FSR 1785,281.028,-36.942,358.553,-14.555,  0.090,  -0.43,  -3.54,,,     34,    4080
FSR 1465,151.447,-36.91,269.722,15.061,  0.155,  -5.23,   4.85,,,     50,    1703
Harvard 16,262.815,-36.805,351.739,-1.658,  0.180,  -2.70,  -0.40,,,    138,    1467
vdBergh-Hagen 214,256.418,-36.667,348.9,2.613,  0.110,  -2.99,  -6.50,,,     47,    1579
BDSB 165,262.32,-36.653,351.647,-1.243,  0.055,   0.56,   1.49,  -19.35,,     50,    5147
FSR 1766,263.64,-36.65,352.229,-2.128,  0.115,  -4.22,  -1.13,,,    100,    3540
SAI 86,122.062,-36.59,253.577,-2.107,  0.075,  -3.74,   0.42,,,     37,    3022
FSR 1775,269.033,-36.565,354.551,-5.786,  0.100,  -9.53,  -1.00,,,    104,    8508
FSR 1431,143.782,-36.563,264.691,11.339,  0.160,  -5.07,   1.59,,,     91,    2343
BDSB 166,262.245,-36.562,351.69,-1.143,  0.050,  -2.78,  -0.54,,,     52,    6755
MWSC 4210,231.96,-36.52,334.84,16.481,  0.205,  -4.59,  -4.31,,,    168,    2432
FSR 1467,151.935,-36.493,269.781,15.63,  0.195, -10.01,   2.37,,,     85,    1606
AH03 J0822-36.4,125.535,-36.405,254.975,0.316,  0.140,  -3.26,   9.73,,,    128,    1634
FSR 1361,117.668,-36.39,251.557,-5.015,  0.110,  -1.92,   6.58,,,     92,    2234
NGC 1963,83.04,-36.38,240.973,-30.891,  0.170,  -0.70,  -1.05,,,     35,    1703
BDSB 164,261.382,-36.366,351.467,-0.457,  0.075,  -2.39,   0.40,  -29.81,,     28,    3135
MWSC 5273,226.767,-36.361,331.287,18.934,  0.165,  -9.56,  -5.26,,,    128,    1599
FSR 1767,263.925,-36.355,352.601,-2.162,  0.115,   0.97,  -3.57,,,     77,    1948
MWSC 5116,174.773,-36.34,287.008,24.285,  0.180,  -9.94,   5.21,,,     77,    1622
Collinder 185,125.835,-36.33,255.052,0.557,  0.130,  -5.61,   4.01,,,     94,    1477
MWSC 5708,287.993,-36.315,1.307,-19.524,  0.100,   2.66,  -3.81,,,     26,    1844
Ruprecht 127,264.468,-36.304,352.879,-2.504,  0.090,  -0.92,  -2.09,  -28.95,    0.05,     29,    1435
ESO 370-17,127.966,-36.197,255.944,2.032,  0.110,  -4.86,   5.42,,,     59,    2695
ESO 389-05,239.452,-36.195,339.917,12.96,  0.112,  -3.85,  -5.40,,,     86,    4785
FSR 1365,119.937,-36.19,252.327,-3.343,  0.160,  -5.21,   5.49,,,     96,    1884
FSR 1776,268.5,-36.145,354.702,-5.205,  0.105,  -9.45,  -3.47,,,    105,    8923
Teutsch 50,121.79,-36.073,253.023,-2.013,  0.090, -10.48,   3.21,,,     70,    3254
FSR 1417,143.093,-35.98,263.87,11.378,  0.115, -10.42,   0.14,,,     39,    2210
Ruprecht 68,131.148,-35.885,257.254,4.269,  0.140,  -8.19,   8.66,,,    105,    2181
MWSC 5706,287.408,-35.86,1.588,-18.924,  0.140,   0.15,  -0.57,,,     69,    1558
IC 1023,218.085,-35.82,324.932,22.704,  0.135,   2.48,  -0.34,,,     32,    1298
MWSC 5713,291.382,-35.82,2.767,-21.951,  0.095,  -2.91,  -6.60,,,     39,    2265
FSR 1382,130.732,-35.785,256.967,4.066,  0.115,  -5.73,   4.97,,,     81,    1811
Ivanov 8,124.791,-35.65,254.012,0.249,  0.100,  -3.00,   4.02,,,     55,    1194
FSR 1728,231.255,-35.635,334.895,17.532,  0.145,  -6.95,  -2.21,,,     65,    1031
Ruprecht 31,115.748,-35.593,250.087,-5.968,  0.110,  -4.90,   3.65,,,     27,     541
ASCC 88,256.71,-35.58,349.912,3.078,  0.540,   2.90,  -2.60,    1.75,    1.75,   1955,    1297
Bochum 13,259.33,-35.55,351.192,1.373,  0.155,  -0.60,  -2.19,   -2.50,    1.50,    165,    1340
ESO 371-25,133.25,-35.467,258.002,5.861,  0.095,  -4.45,   4.24,,,     36,    2839
FSR 1459,151.395,-35.365,268.705,16.257,  0.115, -10.64,   4.77,,,     40,    1759
ESO 367-10,109.26,-35.29,247.344,-10.512,  0.070,  -5.06,  -4.02,,,     19,    3027
Trumpler 30,269.228,-35.27,355.76,-5.281,  0.190,   1.35,  -1.91,,,     27,    1982
NGC 6455,267.938,-35.175,355.313,-4.322,  0.230,   1.49,  -2.77,,,    156,    2710
NGC 6396,264.405,-35.022,353.936,-1.775,  0.100,   1.45,  -5.83,  -29.00,    2.50,     13,    1168
FSR 1748,249.145,-35.015,346.43,8.218,  0.100,  -6.14,  -1.23,,,     76,    4298
FSR 1756,253.02,-34.946,348.553,5.843,  0.070,   0.79,  -4.19,,,     75,    2532
FSR 1317,98.535,-34.944,243.437,-18.432,  0.090,   3.64,   7.92,,,     18,    2180
Ruprecht 128,266.07,-34.885,354.774,-2.861,  0.075,  -4.15,   1.43,,,     69,    2486
FSR 1332,108.705,-34.877,246.764,-10.741,  0.100,  -4.87,   8.27,,,     31,    2173
NGC 6444,267.375,-34.825,355.38,-3.747,  0.190,  -0.49,  -0.93,,,     37,    1217
ASCC 90,264.78,-34.815,354.275,-1.924,  0.305,  -3.00,  -3.65,,,    103,     526
NGC 6475,268.44,-34.78,355.863,-4.478,  0.700,   2.58,  -4.98,  -12.61,    1.04,    857,     303
NGC 2635,129.609,-34.775,255.604,3.954,  0.145,  -8.02,   0.79,,,     44,    3789
Kronberger 85,119.586,-34.772,250.966,-2.846,  0.070,  -0.83,   3.66,   29.20,,     39,   10380
ESO 370-13,126.783,-34.7,254.165,2.128,  0.070,  -0.42,   4.64,,,     33,    7617
ESO 392-13,261.717,-34.683,353.014,0.258,  0.125,   0.29,  -1.20,,,     35,     816
ESO 368-11,116.1,-34.627,249.384,-5.242,  0.165,  -5.59,   6.96,,,    179,    1245
FSR 1363,122.646,-34.6,252.164,-0.627,  0.110,  -4.55,   9.40,,,     42,    2391
Ruprecht 59,124.838,-34.495,253.08,0.933,  0.100,  -4.63,   8.50,   12.50,    1.00,     88,    4004
MWSC 5712,291.33,-34.475,4.124,-21.48,  0.140,  -1.99,  -1.12,,,     58,    1654
FSR 1360,120.397,-34.46,251.051,-2.114,  0.110,  -4.62,   0.86,,,     70,    1743
Alessi 4,154.058,-34.36,269.902,18.373,  0.145, -10.65,   4.48,,,     36,    2340
FSR 1351,116.46,-34.34,249.281,-4.842,  0.115,  -3.36,   4.42,  142.00,,    103,    1579
FSR 1326,108.615,-34.305,246.207,-10.56,  0.140,  -7.10,   2.32,,,     58,    1298
Ruprecht 126,263.754,-34.305,354.252,-0.938,  0.140,  -2.47,  -1.30,,,     43,    2325
FSR 1352,116.618,-34.28,249.293,-4.7,  0.130,  -3.86,   5.62,,,    148,    1508
ESO 393-15,265.905,-34.213,355.277,-2.394,  0.090,  -9.15,   0.23,,,     62,    2471
MWSC 5191,198.607,-34.19,308.338,28.44,  0.161,  -3.00,  -4.90,,,     51,    1318
Ruprecht 61,126.308,-34.159,253.497,2.121,  0.070,  -1.42,   3.67,,,     41,    6006
FSR 1350,116.951,-34.036,249.219,-4.339,  0.105,  -5.43,   5.89,,,    100,    1608
Collinder 333,262.905,-34.01,354.117,-0.188,  0.130,   0.71,  -2.25,,,     19,    1051
Arp-Madore 2,114.677,-33.835,248.112,-5.883,  0.115,   0.52,   7.96,,,     34,   13338
FSR 1407,142.463,-33.835,261.961,12.554,  0.160, -11.96,   8.89,,,     88,    3860
FSR 1347,116.993,-33.7,248.945,-4.141,  0.130,  -2.42,  10.45,,,    135,    2173
ASCC 98,280.665,-33.65,1.535,-12.962,  0.470,   1.31,  -5.62,  -54.00,    7.40,    501,     800
Trumpler 27,264.09,-33.52,355.064,-0.749,  0.250,  -0.50,  -0.09,  -15.80,    1.30,    117,    1266
MWSC 4218,235.11,-33.475,338.914,17.337,  0.250,  -5.99,  -7.06,,,    128,     993
ESO 397-01,286.027,-33.395,3.579,-16.98,  0.120,  -1.97,  -6.48,,,     52,    2207
MWSC 4500,293.34,-33.235,5.969,-22.664,  0.150,   6.05,  -1.24,,,     68,    1423
NGC 6404,264.915,-33.233,355.675,-1.177,  0.125,   6.30,  -3.37,   10.60,    1.10,     20,    2146
FSR 1763,254.768,-33.16,350.864,5.821,  0.110,   2.51,   1.26,,,     70,    6605
SAI 82,118.056,-33.04,248.824,-3.041,  0.110,  -3.58,   9.46,,,     60,    1436
MWSC 5149,184.192,-32.99,294.597,29.32,  0.130,  -6.00,   1.08,,,     16,    1542
ESO 368-14,116.778,-32.973,248.224,-3.932,  0.095,   2.65,   4.50,,,     49,    1268
NGC 2588,125.805,-32.97,252.282,2.461,  0.140,   0.04,   3.17,,,     80,    2421
MWSC 5186,197.317,-32.97,307.24,29.753,  0.205,   1.00,  -1.59,,,     40,    1947
Antalova 4,263.183,-32.955,355.127,0.195,  0.160,  -1.02,   1.39,,,     26,    1802
Haffner 15,116.382,-32.848,247.949,-4.158,  0.145,  -0.17,   1.50,,,    140,    2237
FSR 1389,138.042,-32.76,258.559,10.631,  0.140,  -0.54,   2.47,,,     74,    3508
NGC 2658,130.875,-32.665,254.567,6.074,  0.230,  -3.13,   1.70,,,     82,    3123
Ruprecht 55,123.142,-32.605,250.723,0.813,  0.130,  -2.43,   2.52,   95.33,    2.57,    112,    3640
BDSB 102,263.235,-32.57,355.474,0.368,  0.100,  -2.72,  -3.06,,,     22,    2837
MWSC 5088,167.185,-32.53,279.052,25.536,  0.185,  -7.82,   0.86,,,     19,    2831
MWSC 5289,230.827,-32.49,336.524,20.296,  0.185,  -1.45,  -2.79,,,     66,    1672
Antalova 2,262.41,-32.48,355.168,0.999,  0.125,  -5.87,  -0.58,,,     53,    1259
Trumpler 28,264.255,-32.48,356.015,-0.306,  0.175,  -0.78,  -1.78,    7.00,,     75,    1474
MWSC 5083,163.995,-32.405,276.338,24.437,  0.125,  -4.49,  -1.99,,,     15,    4860
NGC 6416,266.092,-32.365,356.935,-1.561,  0.240,  -1.55,  -0.22,  -27.52,    9.94,     45,     767
ASCC 96,275.017,-32.36,0.637,-8.134,  0.180,  -1.45,  -4.67,  -35.00,    7.40,    138,     759
vdBergh-Hagen 19,121.769,-32.352,249.879,-0.021,  0.080,   1.31,   6.96,,,     27,    3259
vdBergh-Hagen 221,259.665,-32.33,353.987,3,  0.200,   2.35,  -4.00,    6.33,    3.84,     63,     807
FSR 1357,122.925,-32.255,250.33,0.852,  0.150,  -3.03,   4.61,,,    109,    2361
NGC 6405,265.08,-32.215,356.611,-0.754,  0.450,  -0.76,  -5.82,   -9.80,    2.64,    164,     356
ESO 429-05,114.263,-32.205,246.509,-5.401,  0.085,  -1.60,   7.71,,,     41,    3978
Antalova 3,262.658,-32.205,355.512,0.976,  0.110,   2.56,   0.55,,,     23,    2588
Ruprecht 48,120.698,-32.05,249.139,-0.624,  0.060,  -2.26,   2.88,,,     11,    3033
ESO 435-33,150.975,-32.05,266.262,18.64,  0.070,  -2.32,   2.16,,,     10,    1182
FSR 1751,245.963,-32.01,346.864,12.204,  0.115,  -4.72,  -2.04,,,     85,    3393
ESO 456-29,269.667,-32.01,358.782,-3.983,  0.085,  -3.38,  -6.25,,,    147,    3007
FSR 1449,151.766,-31.995,266.78,19.101,  0.170,  -4.08,   1.72,,,     32,    2154
Ruprecht 52,121.305,-31.97,249.346,-0.146,  0.130,   1.00,   1.19,,,     58,    1609
ESO 445-74,208.662,-31.95,318.256,29.034,  0.100,  -7.25,  -1.09,,,     16,    3802
Ruprecht 54,122.843,-31.945,250.032,0.964,  0.085,  -1.62,   6.89,,,     31,    5243
Ruprecht 58,123.705,-31.945,250.436,1.574,  0.130,  -1.43,   2.95,,,     77,    2340
vdBergh-Hagen 231,262.988,-31.91,355.913,0.904,  0.210,   4.40,  -1.41,,,     40,    2778
FSR 0009,277.137,-31.905,1.861,-9.536,  0.105,   1.25,  -6.83,,,     81,    5174
FSR 1303,101.183,-31.893,241.332,-15.25,  0.110,  -1.06,   5.73,,,     29,    1833
Collinder 140,111.03,-31.89,244.933,-7.672,  0.490,  -7.90,   4.28,   22.93,    0.83,    112,     386
Haffner 17,117.904,-31.817,247.706,-2.527,  0.130,   3.61,  -1.92,,,     96,    2899
Ruprecht 155,121.267,-31.817,249.2,-0.091,  0.085,   0.61,   0.71,,,     28,    2311
MWSC 5667,94.5,-31.8,239.071,-20.503,  0.180,  -0.50,   2.14,,,     46,    2290
FSR 1327,114.832,-31.74,246.335,-4.753,  0.095,  -2.58,   2.75,,,     29,    2597
MWSC 4229,239.123,-31.72,342.792,16.478,  0.255,  -4.80,  -6.98,,,    122,    1148
FSR 1371,130.88,-31.716,253.815,6.658,  0.075,  -4.32,  -2.99,,,     30,    3801
MWSC 5224,208.702,-31.71,318.37,29.255,  0.195,  -8.12,  -0.77,,,     41,    1876
NGC 2439,115.2,-31.705,246.458,-4.463,  0.270,  -2.90,   1.74,   63.30,    0.60,    143,    3834
Collinder 196,131.257,-31.625,253.941,6.968,  0.180,  -3.94,   1.06,,,    111,    1393
FSR 1405,144.465,-31.615,261.615,15.32,  0.170,  -4.89,   1.58,,,     73,    3860
Antalova 1,262.238,-31.58,355.837,1.618,  0.235,  -0.60,  -2.73,   -2.79,   29.77,     66,     930
NGC 6425,266.745,-31.53,357.936,-1.599,  0.155,   6.20,  -0.10,   -3.46,    0.20,     25,    1012
FSR 1342,119.48,-31.509,248.134,-1.22,  0.120,   1.50,  -0.81,,,     71,    3628
Ruprecht 30,115.603,-31.467,246.419,-4.047,  0.110,   1.04,   4.52,,,     44,    2134
ESO 430-14,120.892,-31.415,248.69,-0.146,  0.130,  -0.18,  -0.27,,,     78,    2860
Ruprecht 14,108.716,-31.36,243.558,-9.193,  0.090,  -1.26,   3.53,,,     34,    4023
NGC 2243,97.392,-31.285,239.48,-18.015,  0.165,  -2.81,   4.09,   55.00,    1.77,     41,    4446
Ruprecht 35,116.553,-31.283,246.662,-3.252,  0.105,  -0.66,   2.10,,,     47,    3858
Dutra-Bica 51,267.368,-31.25,358.45,-1.91,  0.055,   3.18,   0.61,,,     12,    1346
FSR 1749,244.357,-31.2,346.495,13.751,  0.130,  -2.20,   0.11,,,     52,    8015
Ruprecht 21,111.735,-31.155,244.555,-6.8,  0.180,  -3.34,   2.31,,,    127,    3894
Ruprecht 47,120.585,-31.07,248.258,-0.185,  0.195,   0.14,   0.56,   59.70,,    123,    2892
FSR 1769,256.23,-31.045,353.31,6.12,  0.105,  -3.46,  -4.28,,,    155,    5409
Collinder 132,108.36,-30.975,243.072,-9.296,  0.310,  -5.30,   4.71,   28.00,    3.70,     49,     330
Ruprecht 28,114.9,-30.935,245.658,-4.31,  0.155,  -3.01,   0.44,,,     61,    4712
ESO 435-17,149.692,-30.908,264.604,18.828,  0.100,  -4.88,  -0.02,,,     14,    3603
ESO 426-26,99.075,-30.865,239.63,-16.52,  0.155,   0.48,   0.96,,,     54,    1474
Ruprecht 50,120.877,-30.86,248.213,0.139,  0.100,   0.42,  -1.15,,,     38,    1834
ESO 430-18,121.763,-30.835,248.599,0.793,  0.290,  -6.25,  -0.54,,,     91,     871
Haffner 26,123.922,-30.829,249.61,2.349,  0.115,  -2.89,   0.93,   62.38,   12.08,     67,    2589
FSR 1336,119.865,-30.725,247.639,-0.528,  0.100,   0.62,  -2.59,,,     49,    1649
ESO 429-13,115.284,-30.72,245.632,-3.918,  0.130,  -4.51,   2.94,,,     56,    1606
FSR 1339,120.427,-30.71,247.881,-0.109,  0.120,  -0.67,  -1.61,,,     88,    4167
Ruprecht 51,120.897,-30.66,248.053,0.259,  0.095,   2.22,   1.95,,,     44,    2534
MWSC 4228,238.635,-30.66,343.211,17.544,  0.260,  -4.74,  -5.04,,,    133,    1312
NGC 2567,124.642,-30.65,249.808,2.962,  0.170,  -1.85,   2.32,   35.79,    3.79,    165,    1678
MWSC 4286,250.387,-30.535,350.553,10.363,  0.160,   0.09,  -3.43,,,    102,    1564
NGC 6480,268.641,-30.441,359.704,-2.439,  0.090,   2.47,  -3.47,,,     41,    3567
MWSC 5293,232.569,-30.44,339.106,21.055,  0.165,  -5.39,  -3.45,,,     51,    1414
Haffner 20,119.062,-30.367,246.972,-0.931,  0.115,   0.92,  -2.38,,,     49,    2910
ESO 461-38,301.223,-30.355,11.238,-28.189,  0.135,   3.47,  -8.08,,,     21,    2402
MWSC 4212,233.295,-30.335,339.704,20.754,  0.225,  -4.26,  -4.96,,,     99,    2221
Ruprecht 153,120.094,-30.305,247.385,-0.139,  0.090,   0.60,  -0.16,,,     30,    5326
NGC 2580,125.377,-30.295,249.872,3.685,  0.125,  -3.83,   1.16,,,     23,    5067
MWSC 4475,287.04,-30.23,6.981,-16.597,  0.165,  -1.52,  -3.29,,,     96,    1681
NGC 6451,267.671,-30.2,359.486,-1.595,  0.220,   2.70,   1.87,  -23.00,    8.90,     41,    2605
ESO 427-32,106.582,-30.16,241.651,-10.319,  0.145,   0.18,   2.55,,,     58,    1786
Basel 5,268.125,-30.105,359.768,-1.885,  0.200,   3.37,   2.00,,,     16,     995
NGC 2489,119.078,-30.066,246.722,-0.763,  0.125,   0.52,  -1.84,   37.87,    0.17,    153,    2255
Haffner 13,115.118,-30.043,244.97,-3.711,  0.325,  -5.00,   5.50,   68.00,    5.80,    126,     714
Blanco 1,0.885,-30,14.842,-79.104,  2.350,  19.71,   2.28,    5.48,    2.04,    266,     250
NGC 6360,261.375,-29.975,356.761,3.126,  0.145,  -2.99,  -3.03,,,     39,    4499
NGC 2627,129.33,-29.945,251.584,6.669,  0.165,  -5.00,   2.57,   25.99,    1.19,    117,    2712
MWSC 4248,243.188,-29.905,346.721,15.377,  0.250,  -1.12,  -1.41,,,    171,    1618
NGC 2533,121.778,-29.88,247.802,1.319,  0.140,  -0.76,   2.38,   35.22,    0.32,     73,    2955
ESO 456-05,268.26,-29.873,0.028,-1.868,  0.070,   1.57,   3.22,,,     31,    1828
Czernik 32,117.626,-29.845,245.885,-1.729,  0.160,  -0.34,   3.19,,,    150,    3858
ESO 430-09,120.6,-29.767,247.16,0.517,  0.080,  -1.57,   1.39,,,     34,    2273
NGC 2571,124.736,-29.735,249.095,3.542,  0.190,  -3.38,   3.95,   27.00,    0.25,    116,    1339
FSR 1381,138.923,-29.675,256.745,13.265,  0.110,  -3.18,   2.10,,,     31,    2795
Ruprecht 129,266.825,-29.617,359.608,-0.666,  0.105,  -1.62,  -1.60,    4.00,,     15,    1526
MWSC 5071,158.183,-29.585,270.056,24.29,  0.150, -11.63,   6.80,,,     21,    1965
ESO 456-72,273.122,-29.567,2.368,-5.398,  0.090,  -0.28,  -1.36,,,     65,    1211
Ruprecht 2,100.254,-29.55,238.774,-15.075,  0.090,  -1.31,   7.73,,,     22,    3161
Ruprecht 134,268.179,-29.55,0.27,-1.643,  0.125,  -0.28,   0.56,,,     29,    6664
NGC 2587,125.858,-29.493,249.448,4.483,  0.170,  -2.16,   3.70,,,     56,    2701
Haffner 7,110.733,-29.49,242.666,-6.797,  0.155,  -3.76,   3.99,,,     86,    1893
Trumpler 26,262.132,-29.485,357.535,2.852,  0.155,  -1.00,  -1.10,   -9.61,    0.16,     26,    1490
Ruprecht 3,100.522,-29.445,238.769,-14.819,  0.140,  -0.02,   4.64,,,     39,    1259
FSR 1413,149.16,-29.445,263.229,19.644,  0.100,  -4.12,   3.68,,,     13,    2255
ESO 442-04,188.52,-29.4,298.407,33.319,  0.280,  -5.93,  -0.17,,,     48,    1585
ESO 437-61,162.007,-29.395,273.06,26.224,  0.110,  -3.51,  -0.01,,,     14,    2409
ESO 447-29,219.338,-29.395,329.046,28.051,  0.150,  -6.30,   0.53,,,     27,    1634
ESO 464-09,314.904,-29.395,15.914,-39.437,  0.090,   2.17,  -5.43,,,     10,    1031
Dutra-Bica 13,268.832,-29.388,0.698,-2.051,  0.095,  -4.15,  -3.75,,,     25,    1698
ESO 425-15,93.668,-29.38,236.383,-20.34,  0.105,  -2.60,   3.52,,,     17,    1070
MWSC 5668,94.882,-29.365,236.766,-19.344,  0.180,  -1.71,   6.90,,,     33,    2141
Terzan-Ju 20,263.375,-29.323,358.264,2.035,  0.100,   2.99,  -0.25,,,    111,    2879
Turner 12,119.501,-29.283,246.245,-0.042,  0.125,   2.47,   2.20,,,     40,    4499
Ruprecht 131,267.3,-29.235,0.149,-0.824,  0.165,   0.04,  -0.42,,,     32,     614
FSR 1320,115.552,-29.23,244.448,-2.981,  0.090,  -3.92,   5.76,,,     25,    4712
ESO 425-06,91.215,-29.185,235.4,-22.283,  0.115,   0.27,   1.71,,,     16,    1077
Ruprecht 22,112.325,-29.183,243.043,-5.426,  0.090,   0.24,   2.82,,,     31,    1609
Collinder 187,126.051,-29.17,249.278,4.806,  0.100,  -2.83,   1.26,,,     38,    2187
ESO 436-02,153.489,-29.168,266.175,22.243,  0.155,  -5.45,   3.05,,,     30,    1370
IRAS 17301-2917,263.332,-29.165,358.376,2.152,  0.090,   0.66,   0.77,,,     48,    1215
Dutra-Bica 24,268.853,-29.045,1.003,-1.894,  0.070,   3.14,  -2.14,,,     55,    2295
FSR 1335,123.001,-29,247.643,2.693,  0.095,  -1.29,   4.74,,,     33,    3835
MWSC 5299,235.47,-29,342.172,20.598,  0.130,  -2.27,  -4.16,,,     37,    4473
FSR 1306,109.507,-28.99,241.726,-7.52,  0.125,  -3.43,   5.90,,,     39,    3066
ESO 435-09,148.868,-28.965,262.69,19.839,  0.205,  -4.29,   0.87,,,     48,    2255
Ruprecht 43,119.82,-28.87,246.039,0.412,  0.155,  -1.03,   1.18,  113.37,    5.77,     57,     970
FSR 1391,143.213,-28.848,258.799,16.544,  0.260,  -5.16,   2.13,,,     89,    1753
Dutra-Bica 58,266.268,-28.848,0.013,0.148,  0.090,   1.30,   0.00,  -15.46,,     11,    1182
Ruprecht 20,111.642,-28.8,242.421,-5.773,  0.115,  -1.83,   1.88,   29.89,    0.04,     53,    1871
MWSC 5122,175.98,-28.798,285.515,31.78,  0.170,  -9.23,   6.21,,,     21,    1947
FSR 1285,100.005,-28.77,237.943,-14.97,  0.170,   0.47,   4.73,,,     64,    1685
Collinder 351,267.26,-28.745,0.551,-0.541,  0.170,   1.81,  -1.52,,,     50,    1700
